cellosaurus_id,cell_line_name,DepMap_ID,disease,disease_combined,disease_cleaned,disease_sutype,disease_sub_subtype,culture_type,culture_medium,gender,source,cellosaurus_derived_from_site,cellosaurus_disease,tissue
CVCL_3111,OVMANA,ACH-000646,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_clear_cell,Adherent,RPMI + 10% FBS,Female,HSRRB,Ovary,Clear cell adenocarcinoma of the ovary,Ovary
CVCL_3114,OVSAHO,ACH-000409,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,,,Female,HSSRB,Abdomen,High grade ovarian serous adenocarcinoma,Ovary
CVCL_3117,OVTOKO,ACH-000663,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_clear_cell,Adherent,RPMI + 10% FBS,Female,HSSRB,Spleen,Clear cell adenocarcinoma of the ovary,Ovary
CVCL_3143,QGP-1,ACH-000347,pancreas,pancreas,Pancreas, , ,,,Male,HSRRB,"Pancreas, islets of Langerhans",Somatostatinoma,Pancreas
CVCL_3152,RERF-GC-1B,ACH-000144,gastric,gastric,Stomach, , ,,,Male,HSRRB,Pyloric lymph node,Gastric adenocarcinoma,Stomach
CVCL_3156,RKN,ACH-000505,soft_tissue,soft_tissue,Soft Tissue,leiomyosarcoma, ,Adherent,F12 + 10% FBS,Female,HSSRB,Ovary,Leiomyosarcoma,Soft Tissue
CVCL_3172,SUIT-2,ACH-000652,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Male,HSSRB,Liver,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_3317,HMCB,ACH-000931,skin,skin,Skin,melanoma, ,,,Female,ATCC,,Melanoma,Skin
CVCL_3326,Pfeiffer,ACH-000140,lymphoma,lymphoma,Lymph,DLBCL, ,,,Male,ATCC,Pleural effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_3360,BGC-823,ACH-001017,gastric,gastric,Stomach,gastric_adenocarcinoma, ,,,Male,,"Uterus, cervix",Human papillomavirus-related endocervical adenocarcinoma,Stomach
CVCL_3371,GLC-82,ACH-001071,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,ICLC,"Uterus, cervix",Human papillomavirus-related endocervical adenocarcinoma,Lung
CVCL_3385,KE-39,ACH-000507,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Adherent,RPMI + 10% FBS,Male,RIKEN,Lymph node,Gastric adenocarcinoma,Stomach
CVCL_3386,KE-97,ACH-000167,gastric,gastric,Stomach, , ,Semi-Adherent,RPMI + 10% FBS,Male,RIKEN,,,Blood
CVCL_3509,ES-2,ACH-000906,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_clear_cell,Adherent,RPMI + 10% FBS,Female,ATCC,Ovary,Clear cell adenocarcinoma of the ovary,Ovary
CVCL_3517,HPAC,ACH-000270,pancreas,pancreas,Pancreas, , ,,,Female,ATCC,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_3532,JM-1,ACH-000151,leukemia,leukemia,Blood,B-cell_ALL, ,,IMDM + 10% FBS,Male,ATCC,Peripheral blood,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_3567,PL45,ACH-001171,pancreas,pancreas,Pancreas, , ,,,Male,ATCC,,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_3599,SCaBER,ACH-000839,urinary_tract,urinary_tract,Bladder, , ,Adherent,MEM + 10% FBS + 2mM L-glutamine + 0.1mM Sodium pyruvate + 0.1mM NEAA,Male,ATCC,Urinary bladder,Bladder squamous cell carcinoma,Bladder
CVCL_3603,SW579,ACH-000163,thyroid,thyroid,Thyroid, , ,Adherent,DMEM + 10% FBS,Male,ATCC,Thyroid gland,Thyroid carcinoma,Thyroid
CVCL_3611,Toledo,ACH-000285,lymphoma,lymphoma,Lymph,DLBCL, ,,,Female,ATCC,Peripheral blood,Diffuse large B-cell lymphoma,Lymph
CVCL_3612,TOV-112D,ACH-000048,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_endometrioid,Adherent,MCDB 105:Medium 199 (1:1) + 15% FBS + 1.5g/l Sodium bicarbonate,Female,ATCC,Ovary,Endometrioid carcinoma of ovary,Ovary
CVCL_3613,TOV-21G,ACH-000885,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_clear_cell,Adherent,MCDB 105:Medium 199 (1:1) + 15% FBS,Female,ATCC,Ovary,Clear cell adenocarcinoma of the ovary,Ovary
CVCL_3768,OV-90,ACH-000291,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,MCDB 105:Medium 199 (1:1) + 10% FBS + 1.5g/l Sodium bicarbonate,Female,ATCC,Ascites,Adenocarcinoma of ovary,Ovary
CVCL_3881,SU.86.86,ACH-000114,pancreas,pancreas,Pancreas, , ,,,Female,ATCC,Liver,Pancreatic adenocarcinoma,Pancreas
CVCL_4402,RERF-LC-A1,,,lung squamous cell carcinoma,Lung,,,,,,,Pleural effusion,Lung squamous cell carcinoma,Lung
CVCL_4613,BDCM,ACH-000080,leukemia,leukemia,Blood,B-cell_ALL, ,,,Male,ATCC,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_4647,JHOS-2,ACH-000132,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,DMEM:F12 (1:1) + 10% FBS,Female,RIKEN,Lymph node,High grade ovarian serous adenocarcinoma,Ovary
CVCL_4649,JHOS-4,ACH-000584,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,DMEM:F12 (1:1) + 10% FBS,Female,RIKEN,Peritoneum,High grade ovarian serous adenocarcinoma,Ovary
CVCL_4656,JHUEM-2,ACH-000909,uterus,uterus,Uterus,uterus_endometrium, ,,,Female,RIKEN,Endometrium,Endometrial adenocarcinoma,Uterus
CVCL_4717,PK-1,ACH-000307,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Male,RIKEN,Liver,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_4897,PK-59,ACH-000205,pancreas,pancreas,Pancreas, , ,,,Female,JCRB,Liver,Pancreatic carcinoma,Pancreas
CVCL_4900,Sq-1,ACH-000553,lung,lung,Lung,lung_NSC,lung_squamous,,,Male,RIKEN,,Lung squamous cell carcinoma,Lung
CVCL_5167,SH-10-TC,ACH-000764,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Adherent,RPMI + 10% FBS,Unknown,RIKEN,Stomach,Gastric mucinous adenocarcinoma,Stomach
CVCL_5480,LC-1/sq-SF,ACH-001113,lung,lung,Lung,lung_NSC,lung_squamous,,,Male,RIKEN,Lung,Lung squamous cell carcinoma,Lung
CVCL_6543,Ishikawa (Heraklio) 02 ER-,ACH-000961,uterus,uterus,Uterus,uterus_endometrium, ,,,Female,ECACC,Endometrium,Type I endometrial adenocarcinoma,Uterus
CVCL_6748,PK-45H,ACH-000468,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Unknown,RIKEN,,Pancreatic carcinoma,Pancreas
CVCL_6774,DOV13,ACH-001063,ovary,ovary,Ovary,ovary_adenocarcinoma, ,,,Female,Academic Lab,Ovary,Adenocarcinoma of ovary,Ovary
CVCL_6805,WM88,ACH-000899,skin,skin,Skin,melanoma, ,,RPMI + 10% FBS,Male,Academic Lab,Not specified.,Melanoma,Skin
CVCL_6809,WM983B,ACH-000765,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Male,Academic Lab,Inguinal lymph node,Melanoma,Skin
CVCL_6831,NCI-H3255,ACH-000109,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,Academic Lab,Pleural effusion,Lung adenocarcinoma,Lung
CVCL_8067,T3M-10,ACH-000813,lung,lung,Lung,lung_NSC,lung_large,,,Male,RIKEN,Lymph node,Lung large cell carcinoma,Lung
CVCL_8147,L3.3,ACH-000685,pancreas,pancreas,Pancreas, , ,Mixed Adherent and Suspension,DMEM + 10% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 1mM NEAA,Female,Academic Lab,Celiac axis lymph node,Squamous cell carcinoma of pancreas,Pancreas
CVCL_8784,K029AX,ACH-000404,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Unknown,Academic Lab,,Cutaneous melanoma,Skin
CVCL_8787,WM793,ACH-000827,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Male,WISTAR,Skin,Cutaneous melanoma,Skin
CVCL_8795,OCI-Ly10,ACH-001146,lymphoma,lymphoma,Lymph,DLBCL, ,,,Female,,Lymph node,Diffuse large B-cell lymphoma,Lymph
CVCL_8878,HEY A8,ACH-000542,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_low_grade_serous,Adherent,RPMI + 10% FBS,Female,Academic Lab,Ovary,High grade ovarian serous adenocarcinoma,Ovary
CVCL_A341,WM1799,ACH-000661,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Male,WISTAR,Not specified.,Melanoma,Skin
CVCL_A472,NCI-H1339,ACH-000921,lung,lung,Lung,lung_small, ,Adherent,RPMI + 20% FBS,Female,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_E063,TEN,ACH-000397,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,MEM + 10% FBS,Female,RIKEN,Endometrium,Endometrial clear cell adenocarcinoma,Uterus
CVCL_K085,SF8657,ACH-001187,skin,skin,Skin,melanoma, ,,,Male,,Skin,,Skin
CVCL_1097,C32 [Human melanoma],,,amelanotic melanoma,Skin,,,,,,,Skin,Amelanotic melanoma,Skin
CVCL_0001,HEL,ACH-000004,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 10% FBS,Male,DSMZ,Peripheral blood,Acute erythroid leukemia,Blood
CVCL_0002,HL-60,ACH-000002,leukemia,leukemia,Blood,AML, ,,,Female,ATCC,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_0004,K-562,ACH-000551,leukemia,leukemia,Blood,CML, ,Suspension,IMDM + 10% FBS,Female,ATCC,Pleural effusion,Chronic myeloid leukemia,Blood
CVCL_0005,NB4,ACH-000294,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 10% FBS,Female,DSMZ,Bone marrow,Acute promyelocytic leukemia,Blood
CVCL_0006,THP-1,ACH-000146,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 10% FBS + 0.5mM BME,Male,ATCC,Peripheral blood,Acute monoblastic/monocytic leukemia,Blood
CVCL_0008,Daudi,ACH-000786,lymphoma,lymphoma,Lymph,Burkitt_lymphoma, ,,,Male,ATCC,Peripheral blood,Burkitt lymphoma,Lymph
CVCL_0009,HDLM-2,ACH-000267,lymphoma,lymphoma,Lymph,Hodgkin_lymphoma, ,,,Male,DSMZ,Pleural effusion,Hodgkin lymphoma,Lymph
CVCL_0013,MOLT-4,ACH-001127,leukemia,leukemia,Blood,T-cell_ALL, ,,,Male,ATCC,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_0014,RPMI-8226,ACH-000817,multiple_myeloma,multiple_myeloma,Blood, , ,Adherent+Suspension,RPMI + 10% FBS,Male,ATCC,Peripheral blood,Multiple myeloma,Blood
CVCL_0017,U-698-M,ACH-001680,lymphoma,lymphoma,Lymph,lymphoblastic_lymphoma, ,,,Male,,,Non-Hodgkin lymphoma,Lymph
CVCL_0021,U-251MG,ACH-000232,central_nervous_system,central_nervous_system,Brain,glioma,astrocytoma,Adherent,DMEM + 10% FBS,Male,HSRRB,"Brain, parietal lobe",Astrocytoma,Brain
CVCL_0030,HeLa,ACH-001086,cervix,cervix,Cervix, , ,,,Female,,"Uterus, cervix",Human papillomavirus-related endocervical adenocarcinoma,Cervix
CVCL_0032,SiHa,ACH-000556,cervix,cervix,Cervix, , ,Adherent,MEM + 10% FBS,Female,,"Uterus, cervix",Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_0037,A-431,ACH-001328,skin,skin,Skin,epidermoid_carcinoma, ,Adherent,DMEM + 10% FBS,Female,,"Skin, epidermis",Skin squamous cell carcinoma,Skin
CVCL_0062,MDA-MB-231,ACH-000768,breast,breast,Breast,TNBC, ,Adherent,RPMI + 10% FBS,Female,ATCC,Pleural effusion,Breast adenocarcinoma,Breast
CVCL_0064,MV4-11,ACH-000045,leukemia,leukemia,Blood,AML, ,Suspension,IMDM + 10% FBS,Male,ATCC,Peripheral blood,Acute monoblastic/monocytic leukemia,Blood
CVCL_0067,Namalwa,ACH-000944,lymphoma,lymphoma,Lymph,Burkitt_lymphoma, ,,,Female,JCRB,,Burkitt lymphoma,Lymph
CVCL_0068,SK-MEL-1,ACH-000465,skin,skin,Skin,melanoma, ,,,Male,ATCC,Thoracic lymph duct,Melanoma,Skin
CVCL_0078,SNU-5,ACH-000303,gastric,gastric,Stomach,gastric_adenocarcinoma, ,,,Female,ATCC,Ascites,Gastric adenocarcinoma,Stomach
CVCL_0092,NALM-6,ACH-000938,leukemia,leukemia,Blood,B-cell_ALL, ,Suspensions,RPMI + 15% FBS,Male,DSMZ,Peripheral blood,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_0093,RS4;11,ACH-000874,leukemia,leukemia,Blood,B-cell_ALL, ,,,Female,ATCC,Bone marrow,B-lymphoblastic leukemia/lymphoma with t(v,Blood
CVCL_0103,SUP-B15,ACH-000059,leukemia,leukemia,Blood,B-cell_ALL, ,,,Male,ATCC,Bone marrow,B-lymphoblastic leukemia/lymphoma with t(9,Blood
CVCL_0139,AGS,ACH-000880,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Adherent,F12K + 10% FBS,Female,ATCC,Stomach,Gastric adenocarcinoma,Stomach
CVCL_0167,SK-N-BE(2)-M17,,,neuroblastoma,Nervous System,,,,,,,Bone marrow,Neuroblastoma,Nervous System
CVCL_0201,Caov-3,ACH-000713,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,DMEM + 10% FBS,Female,ATCC,Ovary,High grade ovarian serous adenocarcinoma,Ovary
CVCL_0202,Caov-4,ACH-000103,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,,,Female,ATCC,"Fallopian tube, subserosa",High grade ovarian serous adenocarcinoma,Ovary
CVCL_0207,CCRF-CEM,ACH-001738,leukemia,leukemia,Blood,T-cell_ALL, ,,,Female,,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_0209,CESS,ACH-002218,unknown,acute myeloid leukemia,Blood, , ,,,,Sanger,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_0234,Caki-1,ACH-000433,kidney,kidney,Kidney, , ,Adherent,McCoy's 5A + 10% FBS,Male,ATCC,Skin,Clear cell renal carcinoma,Kidney
CVCL_0237,Capan-1,ACH-000354,pancreas,pancreas,Pancreas, , ,,,Male,ATCC,Liver,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_0243,DAN-G,ACH-000243,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Female,DSMZ,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_0244,DG-75,ACH-002232,unknown,burkitt lymphoma,Lymph, , ,,,,Sanger,Pleural effusion,Burkitt lymphoma,Lymph
CVCL_0258,EoL-1,ACH-000198,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 10% FBS,Male,DSMZ,Peripheral blood,Chronic eosinophilic leukemia,Blood
CVCL_0290,HCC1937,ACH-000223,breast,breast,Breast,TNBC, ,Adherent,RPMI + 10% FBS,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_0336,Huh-7,ACH-000480,liver,liver,Liver, , ,Adherent,DMEM + 10% FBS,Male,HSSRB,Liver,Adult hepatocellular carcinoma,Liver
CVCL_0360,JAR,ACH-001529,uterus,uterus,Uterus,choriocarcinoma, ,Adherent,RPMI + 10% FBS + 1% L-glutamine + 1% HEPES,Male,,,Gestational choriocarcinoma,Uterus
CVCL_0375,KGN,ACH-002149,unknown,maligant granulosa cell tumor of the ovary,Ovary, , ,,,,Sanger,"Ovary, ovarian follicle, granulosa cell layer",Maligant granulosa cell tumor of the ovary,Ovary
CVCL_0388,LAMA-84,ACH-000301,leukemia,leukemia,Blood,CML, ,,,Female,DSMZ,Peripheral blood,Chronic myeloid leukemia,Blood
CVCL_0397,LS180,ACH-000957,colorectal,colorectal,Colon,colorectal_MSI, ,Adherent,MEM + 10% FBS,Female,ATCC,Colon,Colon adenocarcinoma,Colon
CVCL_0399,LoVo,ACH-000950,colorectal,colorectal,Colon,colorectal_MSI, ,Adherent,F12 + 10% FBS + 2mM Glutamax + 1.5g/l Sodium bicarbonate,Male,ATCC,Left supraclavicular lymph node,Colon adenocarcinoma,Colon
CVCL_0455,NCI-H292,ACH-000474,unknown,lung mucoepidermoid carcinoma,Lung, , ,,,Female,ATCC,Lymph node,Lung mucoepidermoid carcinoma,Lung
CVCL_0479,PA-1,ACH-001374,ovary,ovary,Ovary,ovary_non_epithelial,ovary_mixed_germ_cell,Adherent,MEM + 10% FBS,Female,,Ascites,Mixed germ cell tumor,Ovary
CVCL_0526,SK-MEL-28,ACH-000615,skin,skin,Skin,melanoma, ,,,Male,ATCC,Skin,Cutaneous melanoma,Skin
CVCL_0533,SK-UT-1,ACH-000939,soft_tissue,soft_tissue,Soft Tissue,leiomyosarcoma, ,Adherent,MEM + 10% FBS,Female,ATCC,Uterus,Leiomyosarcoma of the corpus uteri,Soft Tissue
CVCL_0542,SW13,ACH-001401,adrenal_cortex,adrenal_cortex,Adrenal Gland, , ,,,Female,,Adrenal gland,Adrenocortical carcinoma,Adrenal Gland
CVCL_0550,SK-MEL-3,ACH-000423,skin,skin,Skin,melanoma, ,,,Female,ATCC,Lymph node,Cutaneous melanoma,Skin
CVCL_0566,U266B1,ACH-000626,multiple_myeloma,multiple_myeloma,Blood, , ,,,Male,ATCC,Peripheral blood,Multiple myeloma,Blood
CVCL_0582,WRO,,,differentiated thyroid carcinoma,Thyroid,,,,,,,Not specified.,Differentiated thyroid carcinoma,Thyroid
CVCL_0619,MDA-MB-330,ACH-001358,breast,breast,Breast, , ,,,Female,,Pleural effusion,Invasive breast lobular carcinoma,Breast
CVCL_0620,MDA-MB-361,ACH-000934,breast,breast,Breast,HER2Amp, ,,,Female,ATCC,Brain,Breast adenocarcinoma,Breast
CVCL_0632,SW948,ACH-000680,colorectal,colorectal,Colon, , ,,,Female,ATCC,Colon,Colon adenocarcinoma,Colon
CVCL_0761,Hs 445,ACH-002245,lymphoma,lymphoma,Lymph,Hodgkin_lymphoma, ,,,Female,ATCC,Lymph node,,Lymph
CVCL_0832,Hs 633.T,ACH-002246,unknown,fibrosarcoma,Soft Tissue, , ,,,,Sanger,,Fibrosarcoma,Soft Tissue
CVCL_1038,Hs 940.T,ACH-000135,fibroblast,fibroblast,Soft Tissue, , ,,,Male,ATCC,Skin,,Soft Tissue
CVCL_1046,23132/87,ACH-000948,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Adherent,RPMI + 10% FBS,Male,DSMZ,Stomach,Gastric adenocarcinoma,Stomach
CVCL_1049,647V,ACH-000896,urinary_tract,urinary_tract,Bladder, , ,Adherent,DMEM + 15% FBS + 2mM Glutamax,Male,DSMZ,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1055,A-427,ACH-000757,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,DMEM + 10% FBS,Male,,Lung,Lung adenocarcinoma,Lung
CVCL_1056,A-498,ACH-000555,kidney,kidney,Kidney, , ,,,Male,ATCC,Kidney,Renal cell carcinoma,Kidney
CVCL_1062,A3/Kawakami,,,diffuse large b-cell lymphoma,Lymph,,,,,,,Ascites,Diffuse large B-cell lymphoma,Lymph
CVCL_1063,A-388,ACH-001442,cervix,cervix,Cervix, , ,,,Male,,Lymph node,Skin squamous cell carcinoma,Cervix
CVCL_1064,A4/Fukuda,,,precursor b-cell acute lymphoblastic leukemia,Blood,,,,,,,Ascites,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1065,A-704,ACH-000429,kidney,kidney,Kidney, , ,,,Male,ATCC,Kidney,Renal cell carcinoma,Kidney
CVCL_1066,ABC-1,ACH-000528,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,MEM + 10% FBS,Male,HSRRB,Pleural effusion,Lung adenocarcinoma,Lung
CVCL_1069,ALL-PO,ACH-002209,unknown,b-lymphoblastic leukemia/lymphoma with t(v,Blood, , ,,,,Sanger,Bone marrow,B-lymphoblastic leukemia/lymphoma with t(v,Blood
CVCL_1070,AM-38,ACH-000269,central_nervous_system,central_nervous_system,Brain,glioma,glioblastoma,,,Male,HSSRB,"Brain, left occipital lobe",Glioblastoma,Brain
CVCL_1072,ARH-77,ACH-002210,unknown,unknown,Unknown, , ,,,,Sanger,Peripheral blood,,Blood
CVCL_1073,ATN-1,ACH-002058,leukemia,leukemia,Blood,T-cell_ALL, ,,,Male,,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1075,BALL-1,ACH-002211,unknown,precursor b-cell acute lymphoblastic leukemia,Blood, , ,,,,Sanger,Peripheral blood,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1076,BB30-HNC,ACH-002212,unknown,head and neck squamous cell carcinoma,Head And Neck, , ,,,,Sanger,,Head and neck squamous cell carcinoma,Head And Neck
CVCL_1077,BB49-HNC,ACH-002213,unknown,squamous cell carcinoma of the oral cavity,Head And Neck, , ,,,,Sanger,,Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_1078,BB65-RCC,ACH-002090,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,Kidney,Renal cell carcinoma,Kidney
CVCL_1079,BC-1,ACH-002214,unknown,primary effusion lymphoma,Lymph, , ,,,,Sanger/ATCC,Ascites,Primary effusion lymphoma,Lymph
CVCL_1080,BC-3,ACH-002215,unknown,primary effusion lymphoma,Lymph, , ,,,,ATCC/Sanger,Pleural effusion,Primary effusion lymphoma,Lymph
CVCL_1081,BE-13,ACH-002216,unknown,precursor t-cell acute lymphoblastic leukemia,Blood, , ,,,,Sanger,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1082,BEN,ACH-000603,lung,lung,Lung,lung_NSC, ,,,Male,DSMZ,Supraclavicular lymph node,Lung non-small cell carcinoma,Lung
CVCL_1083,BFTC-905,ACH-000802,urinary_tract,urinary_tract,Bladder, , ,Adherent,DMEM + 10% FBS,Female,DSMZ,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1085,BHT-101,ACH-000191,thyroid,thyroid,Thyroid, , ,,,Female,DSMZ,Lymph node,Anaplastic thyroid carcinoma,Thyroid
CVCL_1091,BPH-1,ACH-001453,prostate,prostate,Prostate, , ,,,Male,,Prostate,Benign prostatic hyperplasia,Prostate
CVCL_1093,Becker,ACH-001016,central_nervous_system,central_nervous_system,Brain,glioma, ,,,Male,HSRRB,Brain,Astrocytoma,Brain
CVCL_1094,C-33 A,ACH-001333,cervix,cervix,Cervix, , ,Adherent,MEM + 10% FBS,Female,,"Uterus, cervix",Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_1100,Ca Ski,ACH-001336,cervix,cervix,Cervix, , ,Adherent,RPMI + 10% FBS,Female,,Small intestine,Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_1101,CA46,ACH-000440,lymphoma,lymphoma,Lymph,Burkitt_lymphoma, ,,,Male,ATCC,Ascites,Burkitt lymphoma,Lymph
CVCL_1104,CAL-120,ACH-000212,breast,breast,Breast,TNBC, ,,,Female,DSMZ,Pleural effusion,Breast carcinoma,Breast
CVCL_1106,CAL-148,ACH-000902,breast,breast,Breast,TNBC, ,,,Female,DSMZ,Pleural effusion,Breast carcinoma,Breast
CVCL_1108,CAL-33,ACH-000518,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,DMEM + 10% FBS,Male,DSMZ,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1109,CAL-39,ACH-002091,unknown,vulvar squamous cell carcinoma,Cervix, , ,,,,Sanger,Vulva,Vulvar squamous cell carcinoma,Cervix
CVCL_1110,CAL-51,ACH-000856,breast,breast,Breast,TNBC, ,Adherent,DMEM + 20% FBS,Female,DSMZ,Pleural effusion,Breast carcinoma,Breast
CVCL_1111,CAL-54,ACH-000457,kidney,kidney,Kidney, , ,,,Male,DSMZ,Pleural effusion,Renal cell carcinoma,Kidney
CVCL_1113,CAL-72,ACH-001715,bone,bone,Bone,osteosarcoma, ,Adherent,DMEM + 10% FBS + 2mM L-glutamine + 1x Insulin-Transferrin-Selenium,Male,,"Bone, patella",Osteosarcoma,Bone
CVCL_1116,CaR-1,ACH-002345,colorectal,colorectal,Colon, , ,,,Unknown,JCRB,Left inguinal lymph node,Rectal adenocarcinoma,Colon
CVCL_1119,CFPAC-1,ACH-000138,pancreas,pancreas,Pancreas, , ,Adherent,DMEM + 10% FBS,Male,ATCC,Liver,Cystic fibrosis,Pancreas
CVCL_1120,CGTH-W-1,ACH-001023,thyroid,thyroid,Thyroid, , ,,,Female,DSMZ,Thyroid gland,Thyroid carcinoma,Thyroid
CVCL_1121,ChaGo-K-1,ACH-000867,lung,lung,Lung,lung_NSC, ,Adherent,RPMI + 10% FBS,Male,ECACC,Hypodermis,Bronchogenic carcinoma,Lung
CVCL_1123,CHP-126,ACH-000136,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Female,DSMZ,Retroperitoneal space,Neuroblastoma,Nervous System
CVCL_1128,COLO 668,ACH-000803,lung,lung,Lung,lung_small, ,,,Female,ECACC,Brain,Small cell lung cancer,Lung
CVCL_1131,COLO 680N,ACH-000717,esophagus,esophagus,Esophagus,esophagus_squamous, ,,,Female,DSMZ,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1132,COLO 684,ACH-000864,uterus,uterus,Uterus,uterus_endometrium, ,,,Female,ECACC,Endometrium,Endometrial adenocarcinoma,Uterus
CVCL_1134,COLO 792,ACH-000968,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Male,ECACC,Brain,Melanoma,Skin
CVCL_1136,COLO 824,ACH-001820,breast,breast,Breast, , ,,,Female,,Pleural effusion,Breast carcinoma,Breast
CVCL_1137,COLO 829,ACH-000644,skin,skin,Skin,melanoma, ,,,Male,ATCC,Skin,Cutaneous melanoma,Skin
CVCL_1141,COR-L88,ACH-000508,lung,lung,Lung,lung_small, ,,,Male,ECACC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1144,CP66-MEL,ACH-002097,unknown,melanoma,Skin, , ,,,,Sanger,,Melanoma,Skin
CVCL_1146,CPC-N,ACH-001049,lung,lung,Lung,lung_small, ,,,Male,ATCC,Pleural effusion,Small cell lung cancer,Lung
CVCL_1150,CTV-1,ACH-002222,unknown,precursor t-cell acute lymphoblastic leukemia,Blood, , ,,,,Sanger,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1151,CW-2,ACH-000998,colorectal,colorectal,Colon,colorectal_MSI, ,,,Female,RIKEN,Colon,Colon adenocarcinoma,Colon
CVCL_1154,D-263MG,ACH-002225,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
CVCL_1155,D283 Med,ACH-000055,central_nervous_system,central_nervous_system,Brain,medulloblastoma,med_group_3,Semi-Adherent,MEM + 10% FBS,Male,ATCC,Ascites,Medulloblastoma,Brain
CVCL_1160,D-423MG,ACH-002228,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
CVCL_1162,D-502MG,ACH-002229,unknown,glioblastoma,Brain, , ,,,,Sanger,Brain,Glioblastoma,Brain
